"SAMPLE","TREAT","SEDTYP","NiTREAT","pHTREAT","DAY","HOURS","pH","Ni","Fe","TOTAl","TOTFe","TOTMn","TOTNi","ASCNi","ASCAl","ASCFe","ASCMn","DITNi","DITAl","DITFe","DITMn","CrysFe","CrysNi","PAmFe","PAmNi","PCrysFe","PCrysNi","POxidMn","LOI","Km","Dry.mass","Niadd","Nisorb"
"Tinkers-Ni2-pH5-d0","SED","TK","0.5","5",0,1.3,NA,473.04,22.2,3678.48,13241.64,481.56,9.87,0.66,121.72,3021.93,206.4,2.52,704.18,9118.9,335.88,6096.966,1.859,0.228,0.066,0.689,0.255,0.697,3.08,27.1,54.6,51.96,-0.1
"Tinkers-Ni10-pH5-d0","SED","TK","2","5",0,1.3,NA,2173.39,15.5,3589.77,12865.53,483.02,9.08,1.58,112.42,2599.23,167.91,2.11,625.59,7630.98,297.77,5031.751,0.536,0.202,0.174,0.593,0.233,0.616,3.08,16.4,54.6,226.8,-0.6
"Tinkers-Ni25-pH5-d0","SED","TK","5","5",0,1.3,NA,5161.07,19.09,3629.07,13107.36,466.71,11.93,0.75,115.46,2918.65,203.07,2.72,644.16,8211.5,326.37,5292.854,1.964,0.223,0.063,0.626,0.228,0.699,3.08,2.9,54.6,549.6,-1.3
"Tinkers-Ni2-pH7-d0","SED","TK","0.5","7",0,1.3,NA,464.56,-0.26,3596.46,13212.01,536.05,9.44,0.96,126.42,3467.14,255.97,2.33,584.53,8125.59,370.19,4658.454,1.37,0.262,0.102,0.615,0.247,0.691,3.08,35,54.6,51.96,-0.1
"Tinkers-Ni10-pH7-d0","SED","TK","2","7",0,1.3,NA,2232.46,-0.26,3593.72,12917.23,521.4,9.35,1.81,125.55,3213.2,231.03,2.33,588.1,8485.45,366.44,5272.25,0.515,0.249,0.194,0.657,0.249,0.703,3.08,14.8,54.6,226.8,-0.8
"Tinkers-Ni25-pH7-d0","SED","TK","5","7",0,1.3,NA,4768.77,-0.26,3505.9,13234.84,581.9,10.18,1.37,121.22,3364.25,244.89,3.19,572.43,7980.75,348.22,4616.496,1.826,0.254,0.134,0.603,0.313,0.598,3.08,5,54.6,549.6,-0.4
"Tinkers-Ni2-pH9-d0","SED","TK","0.5","9",0,1.3,NA,334.88,-0.09,3522.97,12774.13,517.25,9.12,0.82,115.42,2764.84,211.25,2.72,675.94,8729.64,398.2,5964.806,1.902,0.216,0.09,0.683,0.299,0.77,3.08,52,54.6,51.96,0.2
"Tinkers-Ni10-pH9-d0","SED","TK","2","9",0,1.3,NA,1360.27,-0.11,3625.62,13231.29,575.63,10.12,1.11,142.1,3538.81,267.03,7.96,738.14,9328.48,431.16,5789.67,6.843,0.267,0.11,0.705,0.787,0.749,3.08,13.5,54.6,226.8,1.2
"Tinkers-Ni25-pH9-d0","SED","TK","5","9",0,1.3,NA,2930.06,-0.08,3435.62,12347.85,493.26,9.98,1.41,110.52,2584.54,199.51,4.04,676.42,8588.73,394.18,6004.191,2.632,0.209,0.141,0.696,0.405,0.799,3.08,10.9,54.6,549.6,3.6
"Tinkers-Ni2-pH5-d1","SED","TK","0.5","5",1,25.5,6.46,377.61,18.63,3479.76,12855.31,460.75,9.13,0.87,117.5,2687.98,201.63,2.78,660.68,8451.29,328.49,5763.315,1.919,0.209,0.095,0.657,0.305,0.713,3.08,50.3,54.6,51.96,0.1
"Tinkers-Ni10-pH5-d1","SED","TK","2","5",1,25.5,6.69,1547.07,7.07,3619.78,13088.15,494.18,11.24,1.46,128.24,3476.11,227.62,3.36,656.02,8649.22,355.24,5173.111,1.908,0.266,0.13,0.661,0.299,0.719,3.08,15.9,54.6,226.8,0.8
"Tinkers-Ni25-pH5-d1","SED","TK","5","5",1,25.5,6.28,4166.88,28.5,3712.3,13687.22,509.77,11.54,5.34,127.99,3453.3,210.1,6.26,707.71,8888.78,348.26,5435.482,0.917,0.252,0.463,0.649,0.542,0.683,3.08,21.8,54.6,549.6,0.9
"Tinkers-Ni2-pH7-d1","SED","TK","0.5","7",1,25.5,7.66,340.61,-0.26,3920.01,14079.71,591.11,12.34,0.92,117.65,3299.36,228.74,2.45,588.54,7048.95,319.44,3749.589,1.535,0.234,0.075,0.501,0.199,0.54,3.08,48,54.6,51.96,0.2
"Tinkers-Ni10-pH7-d1","SED","TK","2","7",1,25.5,7.62,1285.06,-0.25,3764.39,13124.69,538.91,12.7,1.68,121.32,3469.04,260.11,4.3,674.09,8491.88,395.52,5022.839,2.617,0.264,0.133,0.647,0.339,0.734,3.08,22.1,54.6,226.8,1.3
"Tinkers-Ni25-pH7-d1","SED","TK","5","7",1,25.5,7.67,3052.83,-0.27,3937.33,14154.12,612.29,21.25,2.55,119.37,3521.04,261.95,11.81,643.71,8661.28,399.31,5140.243,9.258,0.249,0.12,0.612,0.556,0.652,3.08,13.9,54.6,549.6,3.4
"Tinkers-Ni2-pH9-d1","SED","TK","0.5","9",1,25.5,9.42,218.08,-0.05,3358.43,12044.65,510.31,10.71,0.81,130.75,3078.38,225.81,2.84,690.01,9484.97,424.48,6406.591,2.039,0.256,0.075,0.787,0.266,0.832,3.08,70.8,54.6,51.96,0.5
"Tinkers-Ni10-pH9-d1","SED","TK","2","9",1,25.5,9.42,525.32,-0.05,3240.27,12110.95,509.17,9.8,2.3,118.9,2932.03,220.25,2.96,612.49,8181.09,364.25,5249.052,0.659,0.242,0.235,0.676,0.302,0.715,3.08,87.6,54.6,226.8,3
"Tinkers-Ni25-pH9-d1","SED","TK","5","9",1,25.5,9.41,716.51,-0.05,3739.47,15197.88,612.32,14.84,1.53,128.86,3011.96,234.71,2.65,475.1,7264.35,328.45,4252.392,1.113,0.198,0.103,0.478,0.178,0.536,3.08,41.6,54.6,549.6,8.5
"Tinkers-Ni2-pH5-d4","SED","TK","0.5","5",4,96.9,5.43,329,65.1,3793.07,13549.4,496.52,9.7,0.74,126.35,2625.61,175.28,3.1,677.46,7712.92,302.49,5087.311,2.364,0.194,0.076,0.569,0.32,0.609,3.08,50.3,54.6,51.96,0.2
"Tinkers-Ni10-pH5-d4","SED","TK","2","5",4,96.9,5.48,1335.69,49.01,3557.42,12758.58,451.31,10.76,1.76,121.03,2618.14,183.95,4.19,719.62,8188.18,317.61,5570.036,2.425,0.205,0.164,0.642,0.389,0.704,3.08,29.5,54.6,226.8,1.2
"Tinkers-Ni25-pH5-d4","SED","TK","5","5",4,96.9,5.38,3775.29,57.67,3566.11,12933.6,517.02,10.17,2.77,131.11,2743.48,181.97,3.88,664.62,8475.62,333.97,5732.138,1.103,0.212,0.273,0.655,0.381,0.646,3.08,15.7,54.6,549.6,1.8
"Tinkers-Ni2-pH7-d4","SED","TK","0.5","7",4,96.9,7.81,258.75,-0.24,3550.05,13160,559.42,10.03,1.08,132.01,3762.56,271.39,3.23,651.16,7950.26,359.11,4187.701,2.15,0.286,0.108,0.604,0.322,0.642,3.08,65.1,54.6,51.96,0.4
"Tinkers-Ni10-pH7-d4","SED","TK","2","7",4,96.9,7.79,795.74,-0.25,3534.26,13042.78,536.19,12.01,2.51,142.52,3751.24,276.93,4.4,572.59,7891.16,366.92,4139.927,1.891,0.288,0.209,0.605,0.367,0.684,3.08,49.4,54.6,226.8,2.4
"Tinkers-Ni25-pH7-d4","SED","TK","5","7",4,96.9,7.8,1816.61,-0.24,3769.1,14082.53,586.59,24.54,14.46,130.69,3461.67,258.19,3.45,431,6015.15,311.86,2553.476,-11.004,0.246,0.589,0.427,0.141,0.532,3.08,135,54.6,549.6,6.1
"Tinkers-Ni2-pH9-d4","SED","TK","0.5","9",4,96.9,9.44,148.57,0,3677.29,12908.45,523.12,9.78,1.18,130.94,3151.38,238.58,3.32,703.51,8949.78,407.94,5798.399,2.139,0.244,0.12,0.693,0.339,0.78,3.08,147.9,54.6,51.96,0.6
"Tinkers-Ni10-pH9-d4","SED","TK","2","9",4,96.9,9.41,327.15,-0.09,3634.95,13386.59,517.08,11.03,4.13,139.86,3271.27,255.82,3.56,516.82,7100.93,315.4,3829.667,-0.566,0.244,0.374,0.53,0.323,0.61,3.08,226.5,54.6,226.8,3.4
"Tinkers-Ni25-pH9-d4","SED","TK","5","9",4,96.9,9.43,395.58,-0.01,3663.87,13543.78,541.04,14.48,4.21,136.68,3467.52,257.89,8.29,632.03,9296.1,418.77,5828.581,4.076,0.256,0.291,0.686,0.572,0.774,3.08,180.1,54.6,549.6,9.2
"Tinkers-Ni2-pH5-d7","SED","TK","0.5","5",7,169.5,6.42,NA,71.33,3364.44,12224.75,429.17,9.46,0.77,125.24,2936.34,205.26,2.75,509.37,7844.48,332.84,4908.137,1.987,0.24,0.081,0.642,0.291,0.776,3.08,30.2,54.6,51.96,-0.2
"Tinkers-Ni10-pH5-d7","SED","TK","2","5",7,169.5,6.21,1048.11,60.27,3611.12,12653.47,460.69,11.17,1.89,116.72,2628.06,184.32,3.67,535.65,6534.57,264.12,3906.515,1.782,0.208,0.169,0.516,0.329,0.573,3.08,40.3,54.6,226.8,1.9
"Tinkers-Ni25-pH5-d7","SED","TK","5","5",7,169.5,5.76,3063.96,101.23,4197.79,NA,591.13,21.38,4.04,137.42,3094.27,199.3,5.45,564.17,7478.89,306.83,4384.621,1.407,0.191,0.189,0.461,0.255,0.519,3.08,25,54.6,549.6,3.3
"Tinkers-Ni2-pH7-d7","SED","TK","0.5","7",7,169.5,7.77,250.53,-0.22,3562.59,13368.77,535.1,9.99,0.96,2.64,-237.54,-0.33,2.79,751.51,9380.59,420.16,9618.132,1.828,-0.018,0.096,0.702,0.279,0.785,3.08,NA,54.6,51.96,0.4
"Tinkers-Ni10-pH7-d7","SED","TK","2","7",7,169.5,7.74,699.87,-0.22,3651.24,13503.38,567,13.75,0.79,2.59,-230.27,-0.34,5.26,644.37,8014.16,389.42,8244.434,4.466,-0.017,0.058,0.593,0.382,0.687,3.08,NA,54.6,226.8,2.6
"Tinkers-Ni25-pH7-d7","SED","TK","5","7",7,169.5,7.76,1364.8,-0.23,3640.77,14023.53,559.73,20.49,10.49,140.56,3752.09,280.01,17.77,658.92,8448.79,399.16,4696.7,7.273,0.268,0.512,0.602,0.867,0.713,3.08,120.2,54.6,549.6,7.1
"Tinkers-Ni2-pH9-d7","SED","TK","0.5","9",7,169.5,9.44,131.72,0,3440.62,13290.51,540.41,9.35,0.8,137.15,3226.93,249.46,2.83,604.84,8692.91,392.22,5465.985,2.035,0.243,0.086,0.654,0.303,0.726,3.08,110.5,54.6,51.96,0.7
"Tinkers-Ni10-pH9-d7","SED","TK","2","9",7,169.5,9.44,270.22,0.04,3781.47,12631.13,565.62,11.19,4.82,126.14,3166.67,252.26,8.15,524.39,8391.86,396.75,5225.191,3.334,0.251,0.431,0.664,0.729,0.701,3.08,330.6,54.6,226.8,3.6
"Tinkers-Ni25-pH9-d7","SED","TK","5","9",7,169.5,9.44,396.11,-0.09,3542.8,12586.79,475.5,12.07,4.5,144.63,3530.51,263.74,7.46,622.67,9712.91,416.45,6182.398,2.963,0.28,0.373,0.772,0.618,0.876,3.08,188.9,54.6,549.6,9.2
"Tinkers-Ni2-pH5-d14","SED","TK","0.5","5",14,337.2,4.99,183.19,64.31,3476.52,12014.45,429.97,9.87,0.94,2.76,-247.69,-0.36,2.98,635.65,7974.06,309.9,8221.75,2.047,-0.021,0.095,0.664,0.302,0.721,3.08,NA,54.6,51.96,0.5
"Tinkers-Ni10-pH5-d14","SED","TK","2","5",14,337.2,5.33,723.47,73.73,3408.13,11988.29,420.45,14.49,1.69,142.26,2981.25,201.83,3.91,598.56,7875.22,303.48,4893.967,2.219,0.249,0.117,0.657,0.27,0.722,3.08,46,54.6,226.8,2.6
"Tinkers-Ni25-pH5-d14","SED","TK","5","5",14,337.2,5.56,1702.41,106.3,3302.78,11626.33,406.79,16.91,4.27,122.44,2533.4,168.42,6.27,462.89,6408.47,185.83,3875.072,1.995,0.218,0.253,0.551,0.371,0.457,3.08,58.1,54.6,549.6,6.3
"Tinkers-Ni2-pH7-d14","SED","TK","0.5","7",14,337.2,7.14,203.97,-0.27,3461.02,12578.77,507.89,9.49,1.14,140.82,4285.76,305.55,2.29,434.31,6101.15,253.5,1815.391,1.156,0.341,0.12,0.485,0.242,0.499,3.08,76.5,54.6,51.96,0.5
"Tinkers-Ni10-pH7-d14","SED","TK","2","7",14,337.2,7.15,608.55,-0.26,3580.53,12895.15,532.34,11.53,1.68,131.55,3782.58,282.46,3.33,385.66,6826.64,199.1,3044.064,1.643,0.293,0.146,0.529,0.288,0.374,3.08,42.8,54.6,226.8,2.8
"Tinkers-Ni25-pH7-d14","SED","TK","5","7",14,337.2,7.17,1248.37,-0.27,3487.75,13008.39,531.2,17.67,2.39,148.74,4195.3,310,3.2,149.55,3059.3,108.12,-1135.993,0.813,0.323,0.135,0.235,0.181,0.204,3.08,26.8,54.6,549.6,7.3
"Tinkers-Ni2-pH9-d14","SED","TK","0.5","9",14,337.2,9.45,118.62,0.31,3591.06,13496.77,548.37,9.52,1.28,146.98,3466.75,263.77,2.73,373.93,4915.64,228.8,1448.893,1.447,0.257,0.135,0.364,0.287,0.417,3.08,182.7,54.6,51.96,0.7
"Tinkers-Ni10-pH9-d14","SED","TK","2","9",14,337.2,9.38,260.43,0.46,3589.44,13249.13,548.97,11.24,4.36,137.5,3373.46,260.1,6.2,679.01,8403.94,383.63,5030.481,1.847,0.255,0.388,0.634,0.552,0.699,3.08,291.3,54.6,226.8,3.6
"Tinkers-Ni25-pH9-d14","SED","TK","5","9",14,337.2,9.45,339.98,0.15,3672.84,13507.32,544.17,15.95,10.36,141.07,3276.42,259.34,5.24,698.59,8454.69,395.77,5178.271,-5.116,0.243,0.649,0.626,0.329,0.727,3.08,545.9,54.6,549.6,9.3
"Tinkers-Ni2-pH5-d28","SED","TK","0.5","5",28,673.6,8.44,NA,NA,3691.41,13795.64,549.65,12.63,0.76,130.66,2753.67,182.27,2.96,593.22,6909.49,323.45,4155.822,2.192,0.2,0.06,0.501,0.234,0.588,3.08,564,54.6,51.96,0.9
"Tinkers-Ni10-pH5-d28","SED","TK","2","5",28,673.6,8.36,NA,NA,3644.44,13145.15,502.68,14.26,1.55,141.97,2658.87,185.83,4.94,610.51,6603.5,269.3,3944.627,3.398,0.202,0.108,0.502,0.347,0.536,3.08,766,54.6,226.8,4.1
"Tinkers-Ni25-pH5-d28","SED","TK","5","5",28,673.6,8.33,NA,NA,4105.16,14989.89,623.02,NA,3.07,125.62,2892.42,193.13,3.56,611.5,7991.28,331.4,5098.859,0.484,0.193,0.078,0.533,0.09,0.532,3.08,899.1,54.6,549.6,9.9
"Tinkers-Ni2-pH7-d28","SED","TK","0.5","7",28,673.6,7.61,190.25,-0.23,3351.19,12152.15,486.39,11.4,0.91,136.71,4090.61,289.87,3.57,736.57,9548.49,410.52,5457.885,2.662,0.337,0.08,0.786,0.313,0.844,3.08,68.6,54.6,51.96,0.5
"Tinkers-Ni10-pH7-d28","SED","TK","2","7",28,673.6,7.61,524.75,-0.2,3328.79,12145.44,487.76,13.95,1.76,143.35,4241.11,302.4,6.38,676.27,7799.8,341.02,3558.69,4.616,0.349,0.126,0.642,0.457,0.699,3.08,46.4,54.6,226.8,3
"Tinkers-Ni25-pH7-d28","SED","TK","5","7",28,673.6,7.76,1121.52,-0.14,3310.74,12449.83,473.76,14.87,4.95,135.57,3993.79,269.29,8.7,679.62,8211.07,349,4217.288,3.753,0.321,0.333,0.66,0.585,0.737,3.08,64.9,54.6,549.6,7.6
"Tinkers-Ni2-pH9-d28","SED","TK","0.5","9",28,673.6,9.51,124.5,0.6,3126.65,11302,442.16,9.76,1.1,134.45,3039.22,228.07,4,678.89,8697.8,362.03,5658.589,2.897,0.269,0.113,0.77,0.41,0.819,3.08,170.6,54.6,51.96,0.7
"Tinkers-Ni10-pH9-d28","SED","TK","2","9",28,673.6,9.47,252.39,0.7,3374.93,12121.63,492.77,10.45,2.56,147.24,3392.91,256.03,6.44,674.78,8094.52,360.65,4701.612,3.879,0.28,0.245,0.668,0.617,0.732,3.08,175.5,54.6,226.8,3.6
"Tinkers-Ni25-pH9-d28","SED","TK","5","9",28,673.6,9.48,329.81,0.5,3435.19,12320.76,574.04,14.91,5.75,147.52,3364.28,255.51,3.51,709.79,8451.89,385.55,5087.608,-2.24,0.273,0.386,0.686,0.236,0.672,3.08,304.2,54.6,549.6,9.3
"Plum-Ni0.5-pH5-d0","SED","PM","0.5","5",0,2.9,5.77,390.82,99.83,3288.18,9847.98,274.63,7.71,1.39,138.08,2234.39,113.16,3.22,517.28,6062.26,171.54,3827.868,1.825,0.227,0.181,0.616,0.417,0.625,1.88,93.4,61.6,51.96,0.1
"Plum-Ni2-pH5-d0","SED","PM","2","5",0,2.9,5.69,1586.1,99.41,3148.59,9238.12,194.37,7.55,1.41,139.63,1757.38,96.96,3.38,489.3,5363.93,148.69,3606.552,1.966,0.19,0.187,0.581,0.447,0.765,1.88,29.7,61.6,226.8,0.6
"Plum-Ni5-pH5-d0","SED","PM","5","5",0,2.9,5.69,3589.58,140.57,2866.78,9662.91,258.14,6.81,1.89,103.8,1996.44,112.19,3.46,473.93,5200.87,141.48,3204.426,1.57,0.207,0.278,0.538,0.509,0.548,1.88,15.5,61.6,549.6,1.9
"Plum-Ni0.5-pH7-d0","SED","PM","0.5","7",0,2.9,7.61,493.08,0.24,3150.07,9457.54,316.39,6.8,1.54,120.47,2387.24,146.8,3.21,445.92,5544.24,185.96,3157.005,1.666,0.252,0.227,0.586,0.472,0.588,1.88,76.8,61.6,51.96,-0.1
"Plum-Ni2-pH7-d0","SED","PM","2","7",0,2.9,7.65,1681.74,0.22,3031.55,10507.93,317.15,8.1,1.66,147.17,2827.88,173.27,3.41,544.61,6104.47,222.18,3276.593,1.75,0.269,0.205,0.581,0.421,0.701,1.88,20.5,61.6,226.8,0.4
"Plum-Ni5-pH7-d0","SED","PM","5","7",0,2.9,7.56,4044.53,0.22,2882.39,9711.96,287.7,7.08,1.79,118.8,2317.4,145.19,3.79,442.9,9930.17,219.68,7612.773,1.999,0.239,0.252,1.022,0.534,0.764,1.88,11.2,61.6,549.6,1
"Plum-Ni0.5-pH9-d0","SED","PM","0.5","9",0,2.9,8.83,415.69,0.21,2474.21,8035.28,235.45,6.05,1.7,115.48,2037.47,129.82,3.07,476.41,5543.79,172.99,3506.317,1.367,0.254,0.281,0.69,0.507,0.735,1.88,117.8,61.6,51.96,0
"Plum-Ni2-pH9-d0","SED","PM","2","9",0,2.9,8.82,1507.61,0.21,2608.23,8715.89,259.87,6.75,1.81,112.59,2017.25,131.89,3.86,534.43,6232.18,194.77,4214.93,2.054,0.231,0.268,0.715,0.572,0.749,1.88,34.9,61.6,226.8,0.7
"Plum-Ni5-pH9-d0","SED","PM","5","9",0,2.9,8.83,3759.57,0.21,2612.26,8813.25,267.41,6.71,2.71,107.62,1880.24,123.41,3.04,489.08,5645.17,184.59,3764.928,0.339,0.213,0.403,0.641,0.454,0.69,1.88,22.5,61.6,549.6,1.6
"Plum-Ni0.5-pH5-d1","SED","PM","0.5","5",1,25.8,5.69,428.91,114.14,2791.35,9099.77,222.33,6.56,1.56,128.57,3041.35,121.73,3.06,473.19,5254.72,148.87,2213.369,1.5,0.334,0.237,0.577,0.466,0.67,1.88,70.2,61.6,51.96,0
"Plum-Ni2-pH5-d1","SED","PM","2","5",1,25.8,5.67,1755.49,126.95,2717.58,8546.67,223.07,6.38,1.84,110.84,1888.49,91.74,3.28,495.93,5594.86,165.75,3706.374,1.44,0.221,0.289,0.655,0.515,0.743,1.88,32.6,61.6,226.8,0.3
"Plum-Ni5-pH5-d1","SED","PM","5","5",1,25.8,5.57,3946.2,123.71,2673.31,8912.8,210.68,6.14,1.56,95.94,1761.34,94.4,3.27,424.97,4655.23,133.71,2893.894,1.712,0.198,0.254,0.522,0.533,0.635,1.88,13.2,61.6,549.6,1.2
"Plum-Ni0.5-pH7-d1","SED","PM","0.5","7",1,25.8,7.55,360.62,0.31,2669.75,9296.69,266.49,6.9,1.71,116.95,2334.69,150.72,3.37,503.42,6034.12,191.3,3699.433,1.659,0.251,0.248,0.649,0.489,0.718,1.88,119.2,61.6,51.96,0.1
"Plum-Ni2-pH7-d1","SED","PM","2","7",1,25.8,7.56,1062.57,0.23,2645.17,8769.62,252.89,6.52,2.82,107.14,2229.35,133.69,4.38,489.02,5633.35,189.66,3404.006,1.555,0.254,0.433,0.642,0.671,0.75,1.88,69.9,61.6,226.8,1.6
"Plum-Ni5-pH7-d1","SED","PM","5","7",1,25.8,7.53,2878.01,0.21,2752.95,8905.25,269.75,9.8,3.14,121.43,2322.01,142.35,4.9,471.33,5170.24,178.93,2848.234,1.76,0.261,0.32,0.581,0.5,0.663,1.88,27.6,61.6,549.6,3.3
"Plum-Ni0.5-pH9-d1","SED","PM","0.5","9",1,25.8,8.8,221.19,0.2,2385.41,7947.88,237.57,6.82,1.76,114.82,2106.57,127.41,3.31,467.06,5133.51,172.37,3026.938,1.552,0.265,0.258,0.646,0.485,0.726,1.88,221.7,61.6,51.96,0.4
"Plum-Ni2-pH9-d1","SED","PM","2","9",1,25.8,8.82,801.56,0.21,2497.62,8284.78,244.9,14.61,2.19,117.28,2022.58,126.42,4.71,488.26,5662.81,192.31,3640.233,2.525,0.244,0.15,0.684,0.322,0.785,1.88,79.3,61.6,226.8,2.1
"Plum-Ni5-pH9-d1","SED","PM","5","9",1,25.8,8.82,1589.57,0.21,2936.93,8897.77,277.79,NA,3.08,115.83,1994.57,123.66,5.61,535.26,7092.14,218.74,5097.562,2.536,0.224,0.137,0.797,0.249,0.787,1.88,57,61.6,549.6,5.8
"Plum-Ni0.5-pH5-d4","SED","PM","0.5","5",4,102.9,5.71,394.33,91.73,2538.3,8538.4,207.37,6.16,1.72,109.82,1863.06,100.88,3.23,446,4736.92,129.66,2873.862,1.51,0.218,0.279,0.555,0.525,0.625,1.88,137.4,61.6,51.96,0.1
"Plum-Ni2-pH5-d4","SED","PM","2","5",4,102.9,5.72,NA,88.92,2621.2,8211.55,202.06,7.04,1.59,115.61,1927.43,93.79,3.12,445.42,5800.17,139.89,3872.744,1.53,0.235,0.226,0.706,0.444,0.692,1.88,NA,61.6,226.8,3.5
"Plum-Ni5-pH5-d4","SED","PM","5","5",4,102.9,5.66,3425.03,117.51,2431.57,8450.54,217.52,7.21,2.41,109.69,2014.54,97.33,4.07,493.91,5217.64,147.08,3203.097,1.66,0.238,0.335,0.617,0.565,0.676,1.88,20.5,61.6,549.6,2.2
